affiliation_id,affiliation_name,character_id,character_key,display_name,name_suffix,source_character_name,role_title,evidence_kind,evidence_source,source_whois_id,evidence_excerpt,confidence,review_status,notes
durin_s_army,Durin's Army,char_ardent,Ardent,Ardent,,Ardent,,whois_affiliation_name_match,whois_records_raw_text,whois_ardent_1780899446,"Ardent the Faithful, Prophet of Durin's Army is a level forty-six Dwarven Patriarch [Retired]. Last login 6 months ago from [numer…",medium,candidate,
durin_s_army,Durin's Army,,Burli,Burli Basher,Basher,,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,,Dòne,Dòne Bloodshed,Bloodshed,,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,,Fari,Fari Khórad,Khórad,,Warmaster,founder,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium_high,candidate,
durin_s_army,Durin's Army,char_grumph,Grumph,Grumph Hrothgar,Hrothgar,Grumph,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,char_grumph,Grumph,Grumph,,Grumph,,whois_affiliation_name_match,whois_records_raw_text,whois_grumph_1780909630,"Grumph Hrothgar, Sniffer of Durin's Army is a Dwarf [Retired]. Last login 13 years, 2 months, and 13 days ago.",medium,candidate,
durin_s_army,Durin's Army,char_gròk,Gròk,Gròk Roks,Roks,Gròk,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,char_gròk,Gròk,Gròk,,Gròk,,whois_affiliation_name_match,whois_records_raw_text,whois_gròk_1780909597,"Gròk Róks, Warmonger of Durin's Army is a level thirty-seven Dwarven Bodyguard [Retired]. Last login 13 years, 2 months, a…",medium,candidate,
durin_s_army,Durin's Army,,Kibgil,Kibgil Swiftfoot,Swiftfoot,,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,,Lian,Lian,,,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,char_líëf,Líëf,Líëf O'le,O'le,Líëf,Chieftain,founder,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium_high,candidate,
durin_s_army,Durin's Army,char_líëf,Líëf,Líëf,,Líëf,,whois_affiliation_name_match,whois_records_raw_text,whois_líëf_1780912894,"Líëf O'le, Commander of Durin's Army is a Dwarf [Retired]. There are two yous that exist. The you that is in your mind, and…",medium,candidate,
durin_s_army,Durin's Army,char_nari,Nari,Nari Khórad,Khórad,Nari,Chancellor,founder,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium_high,candidate,
durin_s_army,Durin's Army,char_nari,Nari,Nari,,Nari,,whois_affiliation_name_match,whois_records_raw_text,whois_nari_1780913927,"Nari Khórad, Chancellor of Durin's Army is a level thirty-nine Dwarven Warden [Retired]. Last login 10 years, 1 month, and 17…",medium,candidate,
durin_s_army,Durin's Army,,Ritz,Ritz Blitz,Blitz,,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,,Roy,Roy Boy,Boy,,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,,Strah,Strah The Protector,The Protector,,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,char_téar,Téar,Téar Oldenburg,Oldenburg,Téar,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,char_uber,Uber,Uber Gukmo,Gukmo,Uber,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,,Vräsh,Vräsh Ugmök,Ugmök,,,listed_member,2003_clans_webpage_member_list,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_house,Durin's House,,Brawn,Brawn,,,founder; elder; emissary,founder,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium_high,candidate,Founder; formerly associated with Thorin's Tribe.
durin_s_house,Durin's House,,Brawn,Brawn Firmfoot,Firmfoot,,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_bruni,Bruni,Bruni,,Bruni,founder; elder,founder,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium_high,candidate,Founder; formerly associated with Thorin's Tribe.
durin_s_house,Durin's House,char_bruni,Bruni,Bruni Brighthead,Brighthead,Bruni,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_bruni,Bruni,Bruni,,Bruni,,whois_affiliation_name_match,whois_records_raw_text,whois_bruni_1780907288,"Bruni Brighthead, Intelligent of Durin's House is a level forty Dwarven Patriarch [Retired]. Last login 13 years and 5 days ago from…",medium,candidate,
durin_s_house,Durin's House,,Coco,Coco NutsHead,NutsHead,,apprentice,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,,Condor,Condor Headslayer,Headslayer,,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_doreth,Doreth,Doreth Lightfoot,Lightfoot,Doreth,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_doreth,Doreth,Doreth,,Doreth,,whois_affiliation_name_match,whois_records_raw_text,whois_doreth_1780908089,"Doreth Lightfoot, Messenger of Durin's House is a Dwarf [Retired]. Last login 10 months and 17 days ago from *.ee. I'm old, just plai…",medium,candidate,
durin_s_house,Durin's House,,Eld,Eld Clearthought,Clearthought,,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,,Erath,Erath Soulblade,Soulblade,,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_floi,Floi,Floi Darkbeard,Darkbeard,Floi,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_flói,Flói,Flói,,Flói,,whois_affiliation_name_match,whois_records_raw_text,whois_flói_1780909041,"Flói Darkbeard, Quickblade of Durin's House is a level sixty-one Longbeard Hero [Retired]. Last login 2 months and 28 days ago. .…",medium,candidate,
durin_s_house,Durin's House,char_fragir,Fragir,Fragir Exorcist,Exorcist,Fragir,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_fragir,Fragir,Fragir,,Fragir,,whois_affiliation_name_match,whois_records_raw_text,whois_fragir_1780909085,"Fragir the Exorcist, Monk of Durin's House is a level seventy-five Dwarven Priest. Last login 1 month and 28 days ago from [nume…",medium,candidate,
durin_s_house,Durin's House,char_fragir,Fragir,Fragir,,Fragir,,whois_affiliation_name_match,whois_records_raw_text,whois_fragir_1780961941,"Fragir the Exorcist, Monk of Durin's House is a level seventy-five Dwarven Priest. Last login 1 month and 28 days ago from [nume…",medium,candidate,
durin_s_house,Durin's House,,Grunga,Grunga Nimblefinger,Nimblefinger,,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_grunganator,Grunganator,Grunganator Largefeet,Largefeet,Grunganator,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_grunganator,Grunganator,Grunganator,,Grunganator,,whois_affiliation_name_match,whois_records_raw_text,whois_grunganator_1780909636,"Grunganator Largefeet, Berserker of Durin's House is a level fifty-five Dwarven Battlemaster [Retired]. Last login 9 years, 2 months, a…",medium,candidate,
durin_s_house,Durin's House,char_hanr,Hanr,Hanr Whitebeard,Whitebeard,Hanr,apprentice,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_hanr,Hanr,Hanr,,Hanr,,whois_affiliation_name_match,whois_records_raw_text,whois_hanr_1780909782,"Hanr Whitebeard, Veteran of Durin's House is a level thirty-seven Dwarven Warden [Retired]. Last login 18 years, 1 month, and 1…",medium,candidate,
durin_s_house,Durin's House,,Loreth,Loreth Beerbelly,Beerbelly,,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,,Nator,Nator Bloodlust,Bloodlust,,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,,Shwash,Shwash Bummer,Bummer,,elder,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,Old and retired; listed among elders.
durin_s_house,Durin's House,,Shwash,Shwash Bummer,Bummer,,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_tezcatlipoca,Tezcatlipoca,Tezcatlipoca Thunderblade,Thunderblade,Tezcatlipoca,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_tezcatlipoca,Tezcatlipoca,Tezcatlipoca,,Tezcatlipoca,,whois_affiliation_name_match,whois_records_raw_text,whois_tezcatlipoca_1780916400,"Tezcatlipoca Thunderblade, Warden of Durin's House is a level fifty Dwarven Hero [Retired]. Last login 3 years, 6 months, and 18 days ag…",medium,candidate,
durin_s_house,Durin's House,char_tha,Tha,Tha Darksoul,Darksoul,Tha,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_tha,Tha,Tha,,Tha,,whois_affiliation_name_match,whois_records_raw_text,whois_tha_1780916406,"Tha Darksoul, Berserker of Durin's House is a level fifty-one Dwarven Chieftain [Retired]. Last login 22 years, 10 months, and…",medium,candidate,
durin_s_house,Durin's House,char_thror,Thror,Thror,,Thror,founder; elder; new member evaluation,founder,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium_high,candidate,
durin_s_house,Durin's House,char_thror,Thror,Thror Blacksmith,Blacksmith,Thror,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_thrór,Thrór,Thrór,,Thrór,,whois_affiliation_name_match,whois_records_raw_text,whois_thrór_1780916535,"Thrór Blacksmith, Elder of Durin's House is a level seventy Longbeard Hero [Retired]. Last login 2 months and 26 days ago from…",medium,candidate,
durin_s_house,Durin's House,char_troin,Troin,Troin,,Troin,founder,founder,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium_high,candidate,
durin_s_house,Durin's House,,Warf,Warf Strongarm,Strongarm,,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_zeddicus,Zeddicus,Zeddicus Stronghand,Stronghand,Zeddicus,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
durin_s_house,Durin's House,char_zeddicus,Zeddicus,Zeddicus,,Zeddicus,,whois_affiliation_name_match,whois_records_raw_text,whois_zeddicus_1780917466,"Zeddicus Stronghand, Warden of Durin's House is a level forty-seven Dwarven Hero [Retired]. Last login 23 years, 1 month, and 22 d…",medium,candidate,
durin_s_house,Durin's House,,Zigin,Zigin Tangledbeard,Tangledbeard,,,listed_member,2003_clans_webpage_member_list,,"Dwarven house/clan, originally Thorin's Tribe, later renamed Durin's House.",medium,candidate,
friends_to_the_death,Friends to the Death,,Alohran,Alohran,,,leader; founder,founder,2003_clans_webpage_member_list,,"Formed before Nasty Mewlip's Inn by Garou, Krl, and Alohran.",medium_high,candidate,
friends_to_the_death,Friends to the Death,,Garou,Garou,,,founder,founder,2003_clans_webpage_member_list,,"Formed before Nasty Mewlip's Inn by Garou, Krl, and Alohran.",medium_high,candidate,
friends_to_the_death,Friends to the Death,,Krl,Krl,,,founder,founder,2003_clans_webpage_member_list,,"Formed before Nasty Mewlip's Inn by Garou, Krl, and Alohran.",medium_high,candidate,
riders_of_rohan,Riders of Rohan,,Nian,Nian,,,founder,founder,2003_clans_webpage_member_list,,Founded by Rohwan and Nian; honour/society/army of the south against Sauron.,medium_high,candidate,
riders_of_rohan,Riders of Rohan,,Rohwan,Rohwan,,,founder,founder,2003_clans_webpage_member_list,,Founded by Rohwan and Nian; honour/society/army of the south against Sauron.,medium_high,candidate,
scouts_of_rivendell,Scouts of Rivendell,,Fathra,Fathra,,,,listed_contact,2003_clans_webpage_member_list,,Imladris/Rivendell defence and xp/pk/pbs group; semi to heavy RP; seeking alliances.,medium,candidate,
scouts_of_rivendell,Scouts of Rivendell,,Jedgron,Jedgron,,,,listed_contact,2003_clans_webpage_member_list,,Imladris/Rivendell defence and xp/pk/pbs group; semi to heavy RP; seeking alliances.,medium,candidate,
scouts_of_rivendell,Scouts of Rivendell,,Lang,Lang,,,,listed_contact,2003_clans_webpage_member_list,,Imladris/Rivendell defence and xp/pk/pbs group; semi to heavy RP; seeking alliances.,medium,candidate,
scouts_of_rivendell,Scouts of Rivendell,,Letholes,Letholes,,,,listed_contact,2003_clans_webpage_member_list,,Imladris/Rivendell defence and xp/pk/pbs group; semi to heavy RP; seeking alliances.,medium,candidate,
shire_shock_troops,Shire Shock Troops,char_rippin,Rippin,Rippin,,Rippin,,listed_member,2003_clans_webpage_member_list,,Retired fun clan for unexpected skills and humour; began in first half of MUME VII.,medium,candidate,
shire_shock_troops,Shire Shock Troops,char_rippin,Rippin,Rippin,,Rippin,,whois_acronym_match,whois_records_raw_text,whois_rippin_1780915288,"Rippin Hood, Second Lieutenant of the SST is a level thirty-six Fallohide Bodyguard [Retired]. Last login 23 years, 11 months,…",candidate,candidate,Acronym can be ambiguous; review matches.
shire_shock_troops,Shire Shock Troops,char_rippin,Rippin,Rippin,,Rippin,,whois_title_phrase_match,whois_records_raw_text,whois_rippin_1780915288,"Rippin Hood, Second Lieutenant of the SST is a level thirty-six Fallohide Bodyguard [Retired]. Last login 23 years, 11 months,…",medium,candidate,
shire_shock_troops,Shire Shock Troops,,Trapano,Trapano,,,,listed_member,2003_clans_webpage_member_list,,Retired fun clan for unexpected skills and humour; began in first half of MUME VII.,medium,candidate,
shire_shock_troops,Shire Shock Troops,char_vincenzo,Vincenzo,Vincenzo,,Vincenzo,,listed_member,2003_clans_webpage_member_list,,Retired fun clan for unexpected skills and humour; began in first half of MUME VII.,medium,candidate,
shire_shock_troops,Shire Shock Troops,char_vincenzo,Vincenzo,Vincenzo,,Vincenzo,,whois_acronym_match,whois_records_raw_text,whois_vincenzo_1780917127,"Vincenzo Vigilante, Crimson Sage of the SST is a level thirty-three Harfoot Sage [Retired]. Last login 24 years, 5 months, and 4…",candidate,candidate,Acronym can be ambiguous; review matches.
shire_shock_troops,Shire Shock Troops,char_vincenzo,Vincenzo,Vincenzo,,Vincenzo,,whois_title_phrase_match,whois_records_raw_text,whois_vincenzo_1780917127,"Vincenzo Vigilante, Crimson Sage of the SST is a level thirty-three Harfoot Sage [Retired]. Last login 24 years, 5 months, and 4…",medium,candidate,
shire_shock_troops,Shire Shock Troops,,Whity,Whity,,,,listed_member,2003_clans_webpage_member_list,,Retired fun clan for unexpected skills and humour; began in first half of MUME VII.,medium,candidate,
the_brotherhood_of_the_squirrel,The Brotherhood of the Squirrel,,Aldar,Aldar,,,,listed_contact,2003_clans_webpage_member_list,,Listed as BOTS - The Brotherhood of the Squirrel.,medium,candidate,
the_brotherhood_of_the_squirrel,The Brotherhood of the Squirrel,,Amelo,Amelo,,,,listed_contact,2003_clans_webpage_member_list,,Listed as BOTS - The Brotherhood of the Squirrel.,medium,candidate,
the_brotherhood_of_the_squirrel,The Brotherhood of the Squirrel,char_juss,Juss,Juss,,Juss,,listed_contact,2003_clans_webpage_member_list,,Listed as BOTS - The Brotherhood of the Squirrel.,medium,candidate,
the_brotherhood_of_the_squirrel,The Brotherhood of the Squirrel,,Njaa,Njaa,,,,listed_contact,2003_clans_webpage_member_list,,Listed as BOTS - The Brotherhood of the Squirrel.,medium,candidate,
